28,85;6;587,5;84,0000;4.571,0000;437.384,3368;-177.934,5927;-516.700,7643;197,76;604.219,3638;-245.716,9488;579.026,6459;-130.762,6967;274.779,1530;146.854,9858;1.562.777,9124;167.221,8315;-815.916,7357;-437.265,7845;0,19;0,78;-560.430,2173;847.347,1438;1.760.989,5020;-396.811,3300;-797.666,5103;1.725.941,0489;30,59;1.877.059,4317;245.977,1614;641.215,7388;1.909.535,0325;1.298.470,1212;1.437,5174;243,19;14,27;1.712.660,4788;607.339,4678;-312.085,6896;-528.225,4929
28,9;6;588,5;81,0000;2.267,0000;-904.406,0580;1.315.358,9263;76.211,8158;153,17;1.989.549,8980;-217.257,7630;-892.314,5462;755.820,2485;-745.618,8737;605.646,9792;1.169.294,3752;1.514.323,8881;-902.109,3262;306.465,7138;0,99;0,42;1.866.255,5379;1.340.243,5327;612.234,9143;1.806.782,3527;1.531.424,0673;191.527,2917;190,13;237.288,2648;567.935,7038;1.123.853,9800;-874.964,6570;2.483.704,8157;-4.084,7444;317,77;8,37;595.595,6481;200.964,5625;2.225.495,0231;-919.252,0262
28,95;6;589,5;292,0000;682,0000;-126.083,3931;1.465.267,8892;881.759,2146;65,63;1.102.718,6174;1.632.247,0909;-1.143,2848;-812.717,2214;284.516,9535;978.206,9574;-569.920,4628;-819.350,8107;-293.564,9668;-658.749,2251;0,80;0,63;350.813,6521;-349.875,9854;-980.661,6994;-216.072,2306;1.188.486,5775;-124.719,0846;236,73;-721.172,6196;1.739.654,4171;309.988,7040;2.331.439,4794;19.461,4751;1.092.588,2082;102,96;223,04;-836.792,5290;-78.243,7872;409.558,6902;708.305,9945
29;6;590,5;344,0000;6.765,0000;-943.530,6036;1.273.988,8876;872.234,8421;41,19;-284.683,3068;1.921.169,3573;-931.112,8108;1.245.101,4289;419.319,5435;2.103.209,4199;2.030.366,3287;1.992.383,9725;505.344,8118;1.626.590,0192;0,51;0,70;974.707,7587;8.630,6633;-146.427,8747;1.191.345,6913;1.931.235,4341;-911.850,3129;310,76;-725.813,5244;-319.126,5074;1.439.918,3164;1.596.128,0346;63.544,1941;675.237,8933;25,62;160,94;2.165.996,2735;1.069.489,6064;2.322.413,0461;-939.781,8822
29,05;6;591,5;299,0000;4.398,0000;-721.397,3597;1.730.649,3691;2.171.794,0687;266,33;754.227,5092;1.649.148,3069;936.782,9776;-549.259,0410;687.441,1880;-818.189,9647;287.889,0209;1.600.392,4963;-7.927,4364;222.639,9126;0,45;0,39;-722.204,9804;-736.401,9162;537.614,7631;-61.195,4773;77.087,2447;1.245.788,9213;209,90;1.027.420,2958;148.870,6802;1.854.991,8383;238.225,2063;164.786,7508;-288.892,5526;148,65;307,03;-168.764,4001;-576.894,3222;1.873.946,5211;-784.865,6473
29,1;6;592,5;198,0000;5.437,0000;-934.002,1804;527.786,1886;94.827,7653;304,26;2.083.379,9522;2.369.077,2313;391.692,4547;1.692.117,3595;950.786,8798;873.512,8829;-458.303,4517;140.534,9903;1.139.157,0530;2.207.171,4790;0,67;0,42;601.868,7662;-885.694,5384;662.890,3220;2.170.373,3104;-444.356,2241;2.286.434,7685;195,97;708.493,5522;724.913,2788;2.262.023,0336;-919.408,4272;1.452.548,6717;-767.997,5445;352,25;38,45;184.443,2355;152.893,2842;669.662,7118;-301.515,5456
29,15;6;593,5;111,0000;3.587,0000;2.323.994,2549;1.435.995,8132;-316.000,3639;346,52;1.771.574,1416;553.836,6892;1.283.312,0676;-503.826,2758;1.191.721,6676;1.829.647,6055;1.388.538,4293;18.997,2729;1.577.910,4923;1.884.991,1467;0,57;1,00;1.140.414,1544;429.175,0671;-968.662,4937;704.726,3261;2.279.839,5401;885.958,7906;214,41;2.192.888,7466;2.166.083,5738;-700.990,5115;2.439.761,0019;-987.655,8849;726.371,7721;76,26;213,78;-606.001,5581;2.000.945,4660;972.496,0532;-133.863,6086
29,2;6;594,5;165,0000;7.422,0000;-885.696,4243;-604.599,0674;-179.517,5378;170,31;-3.881,7046;867.304,9620;18.566,1744;-669.351,0142;-881.829,8411;1.250.576,4259;910.726,2524;1.318.537,8418;-898.204,7615;2.366.593,1554;0,84;0,37;-746.798,0542;-675.991,1807;2.134.364,6613;-339.212,9059;2.041.507,7329;237.712,7701;67,83;-198.608,4846;-542.634,1086;2.097.079,0172;1.410.607,5996;-127.696,2407;2.013.286,8891;87,30;29,53;2.120.381,4936;-832.142,1036;461.973,3936;-867.297,1205
29,25;6;595,5;5,0000;6.630,0000;-658.726,6403;2.421.672,1307;308.906,3257;58,23;314.833,9913;2.319.061,8467;1.139.494,6974;2.137.452,0576;706.532,5702;1.598.753,2441;-629.015,1884;2.033.059,5883;922.726,8804;1.981.298,7198;0,18;0,36;637.542,2014;1.056.780,4769;1.468.653,7126;1.518.490,7704;-2.379,6279;1.667.917,4426;151,49;-391.661,4765;-379.491,6842;2.067.968,9085;544.793,8093;-230.441,5672;2.119.388,9079;164,84;125,15;2.019.293,8179;-5.496,2497;805.670,8261;-592.989,3791
29,3;6;596,5;338,0000;6.303,0000;1.453.585,7519;296.987,0503;1.717.360,8975;111,69;-196.091,8164;1.289.288,8447;-294.181,9281;920.225,8339;1.782.779,3464;-542.923,9463;2.470.614,3351;2.448.155,0115;1.418.810,4548;546.212,8680;0,53;0,42;496.077,9383;248.917,5198;1.382.878,6336;2.408.946,9715;-95.797,1319;2.004.797,0832;275,39;-233.783,5460;948.399,5192;-659.621,6361;432.830,8410;769.723,7853;-509.322,4458;359,25;91,98;-493.414,5834;-550.013,1673;992.752,2025;-978.247,8902
29,35;6;597,5;340,0000;2.976,0000;-991.984,9564;-626.632,7510;2.434.138,3889;81,84;-257.511,1680;1.605.199,1461;404.915,4018;-398.317,2113;-461.958,6683;-560.973,4833;-680.127,2127;-882.617,5200;2.256.108,2150;1.402.414,9424;0,23;0,51;2.238.703,7638;1.168.641,8767;152.406,6037;2.879,6298;-496.980,5044;904.258,7342;212,19;1.407.671,2732;2.067.340,1016;-463.847,6784;1.648.979,8376;2.461.513,9035;788.818,9401;321,96;300,76;2.071.392,1944;1.645.499,3626;251.216,5834;706.865,0851
29,4;6;598,5;88,0000;3.548,0000;2.343.701,1533;2.431.306,4751;1.784.283,3657;221,30;2.086.841,0488;151.527,0711;714.017,6613;2.176.124,7785;-969.620,6077;1.475.990,9592;1.817.731,0409;963.556,2501;-452.740,3720;-28.752,3362;0,39;0,98;-399.826,4793;2.097.442,3755;-937.167,1832;1.819.144,3889;-79.219,0330;-463.501,1522;145,71;1.058.112,2229;2.004.750,9134;935.238,5375;871.725,2562;2.473.652,8714;1.460.604,8375;90,19;79,94;1.930.062,2272;903.875,1586;1.728.062,4556;-979.616,5512
29,45;6;599,5;214,0000;6.735,0000;2.064.946,3444;1.278.050,2703;-209.487,7871;187,66;-419.558,8641;-885.629,9890;1.655.902,4391;111.631,6796;1.215.566,5634;2.347.332,6294;-974.341,3314;-475.856,7271;815.514,7513;-691.390,8966;0,07;0,48;988.955,7371;1.422.397,5121;53.686,2530;-47.373,9420;1.566.737,1423;2.320.755,4484;356,67;168.995,2923;-275.819,7536;-87.098,1894;2.374.115,3981;834.739,8703;1.711.385,4152;142,04;54,14;1.431.709,9528;513.298,9742;399.304,4792;86.157,6288
29,5;6;600,5;247,0000;1.964,0000;739.851,0932;-553.651,5443;630.993,8051;11,52;1.505.435,4287;2.382.580,9971;1.198.805,2169;1.652.053,6523;465.654,0006;319.418,5538;625.884,5437;2.122.529,0688;1.632.247,4886;823.491,5656;0,48;0,87;2.121.035,3851;-16.892,9529;2.059.164,0141;-895.456,5981;2.102.516,7521;-229.687,2076;191,97;251.812,1211;-734.224,2486;-380.374,8791;231.605,5961;-89.232,5598;1.998.202,1722;185,16;167,70;1.873.541,1071;-844.121,8756;-893.150,7320;2.484.719,3656
29,55;6;601,5;353,0000;1.171,0000;1.240.674,9210;-689.587,5985;869.513,5799;185,23;864.270,8697;-320.409,5354;-747.728,1638;2.208.319,4244;1.770.211,9875;1.863.591,6461;-213.588,2861;1.404.955,9104;332.917,6542;-531.540,9204;0,52;0,67;2.028.702,4598;2.480.543,7019;209.517,4048;1.715.092,1198;-561.820,1243;-683.441,5652;298,17;983.216,9561;1.804.480,7495;920.257,6856;2.410.551,3911;1.852.663,7138;-785.989,9009;351,61;37,27;-463.581,2063;20.011,5976;1.192.271,8923;130.527,7985
29,6;6;602,5;11,0000;4.962,0000;-261.136,3572;263.926,7146;-982.205,6669;19,00;1.930.337,0126;288.350,0134;-849.400,2913;894.827,9117;1.794.743,9419;1.124.806,9007;-301.420,2189;-472.648,6100;287.744,8310;944.126,3194;0,86;0,11;-817.472,7483;2.426.802,3189;-292.353,0069;2.403.705,4976;-140.286,0106;83.182,1449;211,11;304.705,2777;1.541.342,6499;1.198.709,2033;996.554,5474;2.139.311,5563;2.280.945,0888;123,65;244,11;243.060,6352;2.166.897,1948;-897.829,4020;1.259.052,0580
29,65;6;603,5;135,0000;4.571,0000;1.002.971,2204;1.968.982,2689;2.140.962,0225;187,39;1.177.869,4164;2.473.410,1506;694.366,2611;470.441,9401;-408.437,5779;151.341,4917;1.942.210,8502;-721.070,1251;631.451,1551;29.140,8329;0,02;0,79;-441.583,6316;2.146.508,3498;-222.677,2613;1.100.688,7151;250.866,5240;-854.755,8637;65,02;-61.335,6004;-479.762,5297;-171.224,2041;2.480.885,3842;492.464,9715;1.957.481,7713;203,89;228,06;1.622.631,3364;2.293.599,3517;32.866,3127;2.218.930,0006
29,7;6;604,5;12,0000;7.260,0000;-71.255,4846;-960.435,1155;-362.528,6848;64,67;16.234,4093;2.252.062,4828;262.526,1318;-355.246,8784;286.383,4817;-989.434,7477;1.436.134,1671;-704.874,6936;532.937,2842;-914.659,5823;0,86;0,82;922.492,7076;-409.658,2175;895.782,4996;1.887.415,0583;-926.471,6832;-239.439,9975;141,75;74.552,6657;1.584.573,2273;-798.593,7050;1.151.312,7290;1.909.726,0689;1.208.232,9394;277,25;323,55;446.780,0093;1.105.366,7016;1.715.950,6889;1.024.408,7815
29,75;6;605,5;112,0000;1.821,0000;1.162.810,6236;2.221.672,3315;2.416.027,3804;316,07;245.729,8329;-388.607,4422;2.251.242,1203;664.157,2862;2.417.649,1339;2.338.151,6162;2.132.615,2785;1.089.838,4679;1.903.818,9222;1.391.184,3176;0,44;0,56;240.067,2703;1.829.710,4630;1.659.327,5506;-159.509,5343;1.766.264,2210;560.665,5831;139,33;-24.427,6997;1.654.116,8827;485.891,3450;880.195,9400;38.202,7446;-525.350,9640;50,08;113,81;2.498.438,7807;1.050.135,0876;-841.731,0723;2.315.106,8488
29,8;6;606,5;19,0000;6.703,0000;945.989,7702;2.458.429,5105;209.612,0326;296,47;-585.797,6103;-306.989,9502;80.676,5497;1.717.411,7784;2.349.566,4081;-137.335,4172;-140.516,0084;2.265.983,9581;340.800,3009;-32.260,0298;0,79;0,00;1.487.939,4893;-306.733,8412;953.789,8797;1.674.664,0198;685.438,1054;612.482,5017;352,90;48.205,2786;-356.941,2075;225.749,0807;430.713,3449;2.132.982,5735;197.721,6815;93,03;70,92;1.156.813,4878;-33.101,1575;1.662.359,5939;-466.109,7159
29,85;6;607,5;137,0000;4.025,0000;-413.401,0065;2.477.013,6237;-224.933,7352;158,16;-382.753,3657;1.893.777,8230;841.302,1424;184.646,5032;845.826,6632;-547.795,1203;763.542,0217;-634.899,2763;2.329.081,6757;-183.261,3570;0,98;0,97;1.654.054,8240;2.350.411,7362;-658.928,3176;-889.746,8238;2.321.189,9285;1.481.810,5236;23,65;2.194.552,1597;1.855.283,2447;1.349.789,3229;1.654.962,8995;1.294.012,3473;1.233.599,5430;216,11;121,85;621.534,1457;1.906.453,4848;-36.804,2254;1.014.390,5884
29,9;6;608,5;307,0000;7.485,0000;430.003,9164;1.136.103,7656;2.026.546,0939;137,56;-805.932,7704;1.182.220,6272;2.475.326,9120;2.356.748,5433;952.352,6830;-521.281,4338;534.483,4228;-764.491,3261;2.384.135,1722;1.233.403,2601;0,88;0,10;-940.985,3870;2.492.169,8549;1.213.596,4993;-121.674,6365;-14.745,2889;206.790,6367;15,66;108.198,1965;-228.910,9351;515.562,1805;544.483,4992;2.025.316,3811;2.344.227,8511;355,49;67,18;-64.721,1510;883.258,6353;-723.678,2988;-757.788,8656
29,95;6;609,5;295,0000;5.071,0000;1.835.737,9894;1.545.248,6703;1.468.861,7622;267,61;1.956.794,9609;1.972.170,3553;111.906,5381;-310.009,7846;1.870.703,1115;-609.268,7517;1.368.880,9046;-306.566,5763;-207.164,4389;1.220.760,2450;0,08;0,13;-837.658,2200;579.762,8834;935.113,3504;2.020.008,1991;166.466,5587;-196.760,9062;124,78;692.738,9873;-199.200,8082;2.251.507,3056;-254.704,2116;1.067.671,4883;1.481.780,8176;224,50;328,77;-318.243,5597;1.952.779,3167;-396.890,5463;2.133.740,4065
30;6;610,5;162,0000;5.385,0000;2.181.139,7888;1.839.524,6875;-124.406,4808;265,60;655.099,3272;-529.075,9059;1.964.236,7337;-205.200,5421;2.069.434,2237;-489.245,8709;163.252,9494;244.377,7138;1.544.643,6217;2.016.630,3917;0,30;0,23;32.822,3309;-554.179,1277;1.818.514,5303;-674.162,7477;1.654.834,9400;532.876,3584;186,63;886.970,6595;-439.125,8739;-534.553,5185;2.199.938,9218;871.722,2357;1.622.789,8010;260,99;353,84;-8.849,0660;-484.122,2865;2.412.856,0692;1.125.180,2365
30,05;7;611,5;272,0000;2.153,0000;-540.670,6830;2.066.059,8285;578.016,4953;64,58;2.068.707,7067;907.306,6145;876.453,0277;-140.376,5163;1.114.879,2297;-14.009,6828;739.835,8673;1.544.815,7350;280.679,2327;-248.089,3992;0,74;0,34;-848.006,3918;817.370,9203;232.022,1914;2.189.014,8757;877.823,8111;-706.979,0397;328,64;1.087.671,6191;1.358.916,7296;1.974.120,8603;1.902.359,8104;1.090.174,1296;119.194,3138;151,70;118,57;1.746.050,8313;-241.269,0857;-849.223,4937;869.477,8080
30,1;7;612,5;176,0000;2.352,0000;2.421.738,5603;1.444.109,4874;264.537,6060;202,58;15.803,4079;199.767,1022;271.403,7215;1.782.019,3640;940.667,1549;1.765.769,7438;1.217.413,4718;1.000.272,9140;1.675.004,8539;486.534,2464;0,54;0,85;674.353,7038;1.222.851,8460;1.579.809,9791;-406.337,1626;313.506,7852;1.365.641,8869;300,42;2.251.189,9973;719.870,2007;308.555,0945;2.405.655,0827;516.849,7467;1.963.753,6139;196,46;129,22;1.218.540,0255;-213.266,1459;296.906,1221;1.645.719,5142
30,15;7;613,5;341,0000;4.160,0000;-612.933,4950;-199.982,6490;2.467.687,0567;29,65;-676.965,5849;1.368.928,6638;961.958,2242;1.820.125,1148;917.522,9151;-583.391,8219;1.297.912,5446;2.117.681,7384;1.950.101,9249;-818.122,4961;0,74;0,15;1.710.230,8002;1.801.182,4761;325.797,4944;596.984,0495;2.424.426,4656;1.574.661,9645;29,09;1.974.971,1796;2.125.283,7920;1.744.718,3715;1.588.045,2042;-254.179,6653;581.289,2447;37,40;88,76;1.543.284,5211;1.955.054,6951;222.334,4443;1.351.002,8705
30,2;7;614,5;106,0000;4.832,0000;-988.606,8829;757.009,6164;-591.377,3245;199,85;1.311.220,7551;560.064,6086;1.718.521,2774;560.424,3345;1.330.695,3417;374.150,5927;1.885.842,5468;1.751.527,0050;-710.159,9943;844.949,4465;0,99;0,20;-855.856,1181;216.470,2025;-261.149,1062;-780.767,0011;-869.137,0456;14.940,2621;333,89;-987.576,2583;295.031,9526;499.235,3733;2.361.966,4618;1.290.241,7958;-263.571,2990;125,93;313,91;2.204.841,4123;476.190,0004;-27.001,5706;380.061,5702
30,25;7;615,5;182,0000;1.965,0000;1.221.473,2817;1.341.141,9753;66.124,9130;192,15;2.367.512,9294;937.147,8302;-211.896,6159;1.797.031,6505;2.030.972,7449;-990.500,3638;1.948.767,0755;650.966,9051;882.923,1805;2.400.901,2109;0,98;0,95;386.966,8724;1.196.431,5685;2.283.361,6485;1.994.337,5738;1.733.659,3306;-413.335,1567;140,29;1.455.924,8963;244.919,1802;2.487.589,9269;2.410.268,4403;694.401,6929;303.614,4385;351,35;28,47;28.219,5261;-695.888,7415;-513.686,7821;2.083.797,0350
30,3;7;616,5;136,0000;216,0000;279.905,2592;-728.808,4226;-121.553,2002;188,75;1.478.085,0785;954.150,3598;1.552.692,4956;-13.293,8066;733.212,1335;-98.709,0763;1.012.509,5300;565.045,5205;1.410.335,6530;-47.459,4721;0,29;0,34;826.030,8260;1.058.021,0516;2.153.829,4530;1.095.193,9258;485.305,5884;932.993,6962;153,54;-677.340,6141;1.588.330,4466;1.711.745,0381;1.550.008,0531;1.023.066,8761;322.878,3900;358,42;347,63;-459.347,7303;587.499,1485;2.490.191,7285;194.841,9912
30,35;7;617,5;325,0000;7.389,0000;-949.867,3305;255.813,5502;1.055.174,8089;353,89;708.258,1310;667.369,3835;129.713,9320;801.431,2401;-864.405,0560;1.213.903,9805;-781.143,0945;1.531.375,9602;-572.683,8040;967.823,2684;0,47;0,42;2.073.393,4818;486.998,8147;2.073.054,4846;310.920,9168;2.180.328,8695;-792.789,6978;111,12;1.799.879,9738;-696.547,5510;2.006.930,2112;-355.941,2790;501.667,9294;1.243.908,3572;315,06;177,09;4.806,0906;474.016,9021;1.284.525,7708;1.261.816,2996
30,4;7;618,5;226,0000;5.996,0000;-744.034,0840;164.192,6558;-92.368,5004;303,03;1.235.588,9800;-150.813,3402;-273.356,2089;1.570.587,0793;1.234.550,3176;9.465,5625;-90.456,4022;-690.411,1247;1.553.757,9866;116.572,3123;0,89;0,67;1.863.050,4306;-415.346,8966;1.947.081,8112;2.254.866,2499;-373.865,9000;1.286.578,8286;217,53;1.983.334,6943;-112.949,5642;256.901,8209;-483.058,6482;-99.702,3054;1.492.516,3604;237,22;147,27;1.488.812,6321;893.070,4924;1.428.008,5889;-798.321,0135
30,45;7;619,5;270,0000;4.023,0000;444.711,6465;1.295.021,8051;1.477.081,2440;147,95;101.816,3368;140.574,4460;2.034.419,3964;52.740,1572;648.406,0509;712.641,6919;769.187,6099;1.678,5335;2.216.662,0708;2.142.132,9290;0,02;0,70;942.337,6476;1.356.688,9512;79.595,1035;-702.420,8991;2.264.690,1704;-509.372,9528;204,76;737.805,8176;82.459,3101;-471.071,5112;1.421.589,9084;1.221.771,1562;221.514,2600;170,89;329,91;1.733.722,3269;127.775,8614;2.274.575,0874;623.108,0596
30,5;7;620,5;217,0000;618,0000;301.129,4820;-403.054,7716;-91.931,5270;277,77;-944.202,5103;1.555.489,9107;836.710,8107;1.621.263,0254;363.747,0690;1.749.748,2481;95.082,6436;1.157.481,2862;-356.537,4176;2.441.874,5037;0,92;0,55;2.088.957,6759;1.350.148,5488;2.253.170,6994;2.318.950,1511;389.031,5405;1.257.165,1418;161,01;383.750,1605;2.292.646,7970;799.689,7103;740.644,2302;-753.627,5685;1.268.952,9634;14,38;327,22;2.214.379,8286;-68.417,3217;-247.047,6112;1.203.762,6815
30,55;7;621,5;54,0000;397,0000;1.873.519,7141;1.904.744,5885;65.611,9448;52,67;-953.732,7676;1.918.434,2680;1.432.740,6592;256.817,5751;1.294.524,5306;-807.806,1867;-17.403,2450;-985.639,3853;2.168.032,5371;-803.332,7221;0,38;0,98;400.189,2140;1.118.051,8471;-686.455,0926;2.111.985,4968;1.674.138,2163;-630.302,5482;23,62;1.656.202,0081;-871.083,8820;1.545.260,6669;2.168.457,8644;1.996.246,9683;661.883,1372;314,17;90,51;2.283.376,0425;-931.409,7705;1.643.613,8826;2.157.491,2582
30,6;7;622,5;356,0000;2.076,0000;-372.570,4496;1.208.406,1800;-61.185,2240;135,90;-825.522,6765;434.111,3576;-923.886,3876;-861.869,6723;-189.591,4209;-802.179,3754;1.342.769,3032;147.180,3939;-542.489,0700;118.171,1588;0,62;0,27;1.454.184,5517;1.821.948,5494;858.065,4558;62.143,1669;1.418.348,2564;-13.642,9115;17,23;1.279.611,3214;2.338.072,2300;1.491.638,5350;-164.541,7580;556.361,7318;313.806,1093;215,82;231,93;1.093.097,2115;2.157.132,3662;2.499.903,1136;1.328.004,4575
30,65;7;623,5;173,0000;5.053,0000;-779.683,4293;568.120,6451;-2.310,0282;116,68;-837.991,5700;-544.468,5186;-391.342,4552;2.458.551,2860;2.194.301,7228;1.886.184,8688;-585.889,8712;2.406.325,4476;-985.066,9331;673.663,2419;0,45;0,84;2.238.968,9305;1.184.783,2874;113.945,6594;-685.496,4241;889.573,5006;1.567.934,8202;37,82;-709.271,4830;410.050,7629;2.483.062,7811;1.472.436,5002;648.353,5560;1.123.107,2387;15,42;339,01;-893.447,2614;1.864.458,7536;816.769,9878;1.857.004,0162
30,7;7;624,5;255,0000;512,0000;568.161,9076;-31.120,8418;2.025.854,7734;173,16;-155.299,5734;792.677,8596;1.616.823,9562;852.316,2954;2.106.285,7039;638.474,2432;-69.686,4634;-733.677,5707;1.667.840,3755;1.968.625,0964;0,87;0,97;-952.585,5068;1.792.550,4494;2.398.705,9758;72.881,3471;-13.734,1224;2.019.392,6617;324,24;-420.209,4769;861.406,2705;1.135.080,4748;2.231.508,0482;1.255.689,6086;-699.403,0872;215,41;280,29;2.124.042,1410;18.427,3942;1.414.081,3498;524.894,0644
30,75;7;625,5;279,0000;2.696,0000;-579.530,0624;-854.772,4421;-381.829,6347;290,42;1.599.390,8471;244.426,0079;1.696.615,5524;1.399.148,0714;-662.523,0378;1.844.833,1039;1.408.843,3992;-643.917,6815;1.338.713,0227;2.135.205,9266;0,31;0,19;2.187.435,0612;1.146.053,4154;1.784.202,3174;1.565.968,9389;1.533.227,7943;-574.558,9997;286,77;1.580.554,3652;1.667.114,0662;-913.719,4060;839.079,2244;481.792,1157;829.534,3720;249,20;345,57;1.059.970,9343;717.440,6379;1.231.337,1430;1.047.052,4443
30,8;7;626,5;92,0000;1.544,0000;373.966,0530;1.900.825,6410;2.157.032,4113;238,66;-541.940,4901;1.844.303,9355;1.386.150,5381;-972.174,2118;-843.277,1318;1.842.617,6026;-726.821,7087;2.377.738,2662;-153.634,7915;-684.318,4311;0,24;0,31;-586.736,3619;1.455.094,4190;847.924,2529;1.286.615,3946;2.203.128,4906;1.256.165,0480;161,95;999.092,5774;798.914,5494;449.437,4377;1.980.683,9222;-228.785,9906;-276.732,9972;27,05;326,87;357.678,9289;1.681.105,4303;545.500,4987;1.262.014,9121
30,85;7;627,5;275,0000;1.862,0000;1.985.866,1631;277.654,1226;-533.516,2543;172,57;669.349,6724;1.805.319,7950;2.004.087,9960;2.039.926,9799;1.245.154,9099;136.708,4213;-786.911,6864;-730.512,2842;-747.930,9398;1.927.329,5881;0,95;0,76;1.684.415,3478;-379.648,3755;654.199,7592;-744.813,4422;-666.881,6982;1.143.426,4287;123,53;-765.183,6596;111.906,1625;839.694,4532;1.477.027,0597;-46.313,5154;-341.863,9726;137,11;36,28;1.775.309,9042;2.197.118,1661;-332.731,3872;2.100.010,7710
30,9;7;628,5;41,0000;307,0000;739.829,3154;1.181.596,9052;305.893,3565;243,90;1.751.334,8088;-830.301,5062;377.690,0633;2.360.296,6189;1.529.888,5977;2.230.231,9904;-102.238,5519;651.029,8811;2.426.291,0393;-585.949,8841;0,68;0,91;587.582,5678;1.413.098,2985;1.294.785,5501;125.260,4825;1.447.943,5586;1.991.231,0899;109,32;1.878.227,5062;681.664,1092;625.417,4090;257.630,9982;1.598.271,3984;-362.905,3083;276,97;242,68;1.335.561,2987;-713.268,3637;1.790.181,9597;-250.682,2260
30,95;7;629,5;147,0000;994,0000;-642.696,9616;1.818.222,7164;-872.345,4680;119,08;1.617.848,0040;1.811.571,5042;1.899.684,9660;1.126.889,9559;-209.962,2833;1.039.153,5646;2.030.789,7475;1.569.197,4435;-640.186,8109;-340.394,1579;0,55;0,20;-892.256,5400;382.366,2023;1.163.591,8074;309.594,3561;339.979,5622;2.041.462,0747;22,79;71.712,5450;245.816,1461;4.930,3563;2.376.683,5615;1.239.599,7983;698.229,2034;115,75;278,10;1.015.949,5772;1.092.303,6910;823.234,3740;842.989,5592
31;7;630,5;20,0000;813,0000;-215.019,9099;-685.365,9469;1.243.091,9690;344,54;1.414.592,4000;-858.284,8436;1.236.754,9489;1.417.038,7248;-160.334,1525;-397.649,0926;-550.971,1673;844.016,5281;560.986,9160;1.260.306,7244;0,51;0,87;1.112.020,6196;741.313,4170;721.419,4635;980.582,7955;419.729,9326;1.591.483,6038;351,55;1.464.674,2591;2.216.561,0547;-621.647,2156;286.292,8817;2.353.261,5768;939.064,5915;172,04;308,77;1.175.300,8481;367.621,7560;2.392.235,5384;1.955.970,7410
31,05;7;631,5;74,0000;1.343,0000;1.487.691,4178;-305.814,7635;167.984,1671;84,38;-350.216,8137;-174.702,1215;1.150.004,6525;-992.479,3200;2.388.728,6637;2.106.747,7321;-552.705,5445;972.108,0477;-141.835,2935;1.659.266,4123;0,82;0,56;964.239,4729;633.531,7757;2.019.586,4239;936.835,9664;1.544.731,8201;2.139.209,4612;339,98;-677.000,3333;-242.847,0929;-137.787,1045;130.992,6547;1.789.122,1859;2.240.859,3180;96,15;331,14;2.022.167,2023;1.161.473,4996;472.407,0842;1.956.245,9937
31,1;7;632,5;120,0000;6.727,0000;117.546,1586;1.467.408,5281;-158.630,6766;212,88;300.771,9885;595.969,5216;-980.970,5616;321.244,8332;1.924.293,2981;1.296.782,5055;429.827,4332;1.134.824,7406;2.192.226,7128;1.733.202,5342;0,98;0,71;1.286.498,6453;1.164.164,4371;2.429.132,7630;1.286.506,3601;986.223,7922;1.637.520,7426;353,60;-4.745,4715;2.249.058,1113;1.899.743,0376;1.899.181,9326;2.327.209,8666;157.886,4966;53,68;229,59;2.091.017,4556;1.816.522,2493;2.420.764,3626;883.056,7461
